# gate_e2e --margins: teacher-forced arm against exact-forced-32.tsv; our_margin is signed toward our_top1
#id	step	our_top1	our_margin	exact_top1	exact_margin
23	2	770	1.403208	770	1.354700
23	3	255	6.672489	255	6.883386
23	4	334	0.380413	334	0.339238
23	5	124	0.686250	124	0.393291
23	6	98	7.234623	98	8.163400
23	7	633	0.158669	633	0.176335
23	8	429	0.912573	429	0.888538
23	9	13727	0.027203	13727	0.171903
23	10	770	1.336735	770	1.453569
23	11	255	9.901865	255	9.611544
23	12	317	2.669170	317	2.634112
23	13	254	2.002602	254	2.036227
23	14	4443	0.574768	4443	0.838408
23	15	1094	2.788515	1094	2.704648
23	16	38220	6.096806	38220	6.192266
23	17	19305	11.625303	19305	11.659300
23	18	279	3.016037	279	3.179747
23	19	254	1.425518	254	1.218442
23	20	1843	0.139843	1843	0.735698
23	21	1166	1.841305	1166	1.669719
23	22	254	6.713665	254	6.550100
23	23	2616	2.556934	2616	2.345138
23	24	50259	2.090843	50259	2.001500
23	25	285	5.222595	285	5.021979
23	26	254	0.571278	254	0.711725
23	27	28071	8.802097	28071	8.387663
23	28	13	2.107395	13	1.791878
23	29	429	0.144407	429	0.226243
23	30	13727	0.242516	13727	0.273417
23	31	770	2.662109	770	2.719455
24	0	245	0.076509	245	0.108513
24	1	6265	0.001123	6265	0.165206
24	2	280	8.985870	280	9.127377
24	3	1191	1.409794	1191	1.398789
24	4	6881	0.147066	6881	0.262314
24	5	11	0.808846	11	0.761848
24	6	2847	0.137718	2847	0.108059
24	7	3613	0.336908	3613	0.551366
24	8	4863	3.116121	4863	3.131612
24	9	11	1.271862	11	1.182541
24	10	4921	0.130589	4921	0.394535
24	11	9159	1.240221	9159	1.083441
24	12	11	3.029324	11	3.010479
24	13	285	2.221968	285	2.258175
24	14	3029	0.580891	3029	0.531382
24	15	9247	0.758808	9247	0.958234
24	16	13	0.823608	13	0.954599
24	17	3410	0.367897	3410	0.562877
24	18	4096	0.596310	4096	0.426540
24	19	418	0.080719	418	0.187061
24	20	5405	0.394947	5405	0.282920
24	21	276	6.652348	276	6.566971
24	22	13341	0.081205	13341	0.068686
24	23	11817	3.638977	11817	3.790261
24	24	285	0.814152	285	0.815522
24	25	1099	1.589676	1099	1.609240
24	26	17801	1.789364	17801	1.866383
24	27	2853	3.006718	2853	3.077180
24	28	331	7.532269	331	7.455979
24	29	254	1.206947	254	1.347921
24	30	1191	2.244991	1191	2.287073
24	31	657	1.254372	657	1.169811
25	0	254	0.586666	254	0.566109
25	1	4247	0.304039	4247	0.174529
25	2	362	0.969524	362	0.975418
25	3	7130	0.268040	7130	0.050960
25	4	11	0.098213	13	0.161660
25	5	2130	0.217951	2130	0.157816
25	6	438	1.981546	438	1.934994
25	7	13595	0.384640	13595	0.526597
25	8	331	1.069061	331	0.835759
25	9	254	2.089478	254	2.165899
25	10	3853	0.921732	3853	0.881560
25	11	11	2.631119	11	2.587850
25	12	711	0.475912	711	0.617690
25	13	3123	0.030695	3123	0.165737
25	14	68714	0.037928	68714	0.055688
25	15	285	0.722050	285	0.835600
25	16	6586	0.656300	6586	0.934860
25	17	13	0.439865	13	0.500809
25	18	1063	0.396015	1063	0.553536
25	19	20521	0.097279	20521	0.145691
25	20	711	3.424259	711	3.487610
25	21	366	0.142658	285	0.015536
25	22	3061	0.024658	4586	0.052943
25	23	711	3.677299	711	3.744042
25	24	1297	0.650019	1297	0.736439
25	25	279	0.666695	279	0.524429
25	26	586	5.395771	586	5.333341
25	27	13	0.632504	13	0.823185
25	28	185	0.656578	185	0.664012
25	29	185	0.155230	790	0.154742
25	30	40	0.791714	40	0.796978
25	31	2126	0.551306	2126	0.307481
26	0	2685	1.509420	2685	1.364211
26	1	11	0.182356	1373	0.107292
26	2	1373	0.332291	1373	0.555228
26	3	2685	3.114962	2685	2.842080
26	4	2602	3.961090	2602	4.238050
26	5	2685	3.887091	2685	4.059244
26	6	21479	0.866402	21479	0.249855
26	7	34550	4.843422	34550	5.001579
26	8	13	1.948992	13	1.976620
26	9	185	0.378592	185	0.478788
26	10	185	0.888054	185	0.498535
26	11	549	1.313690	549	1.369729
26	12	7742	3.056383	7742	3.177866
26	13	4343	3.346815	4343	3.177047
26	14	280	4.724657	280	4.927574
26	15	34550	1.030201	34550	0.804079
26	16	317	3.145735	317	3.361119
26	17	2685	1.265251	2685	1.301969
26	18	11	0.810623	11	0.704234
26	19	1373	3.536537	1373	4.023890
26	20	2685	4.573919	2685	4.789445
26	21	2602	2.777061	2602	2.831761
26	22	2685	7.183434	2685	7.695706
26	23	21479	5.257236	21479	5.102287
26	24	34550	8.577629	34550	8.358477
26	25	13	6.388609	13	6.813083
26	26	185	2.131847	185	2.025296
26	27	185	1.594658	185	2.452671
26	28	549	1.062634	549	0.853344
26	29	7742	4.837803	7742	4.426440
26	30	4343	5.455547	4343	5.796475
26	31	280	5.035255	280	4.609306
27	0	254	0.310677	254	0.345220
27	1	4182	0.053593	4182	0.370270
27	2	7503	0.209545	7503	0.317425
27	3	11102	1.749989	11102	1.428559
27	4	1761	2.595766	1761	2.606310
27	5	6282	1.540636	6282	1.407268
27	6	1116	12.469730	1116	12.515118
27	7	13	8.807049	13	8.988655
27	8	71	6.789968	71	6.118361
27	9	13	1.180027	13	1.386363
27	10	809	0.178968	809	0.302774
27	11	317	2.311859	317	2.291610
27	12	245	1.878460	245	1.751746
27	13	7503	0.538126	7503	0.942834
27	14	1157	4.473452	1157	4.860581
27	15	344	0.844532	344	0.993557
27	16	317	0.659773	317	0.837572
27	17	1222	2.084732	1222	2.174784
27	18	276	2.170227	276	2.033084
27	19	3640	0.259460	3640	0.146188
27	20	254	0.059010	254	0.284088
27	21	2827	1.677925	2827	2.098101
27	22	276	0.167061	276	0.245932
27	23	254	3.735752	254	4.046333
27	24	4182	3.171532	4182	3.207507
27	25	2827	7.358818	2827	8.264535
27	26	3710	3.387796	3710	3.352326
27	27	11	0.166168	11	0.128583
27	28	4308	0.282368	4308	0.019441
27	29	254	2.921238	254	2.974369
27	30	6800	1.047897	6800	1.419057
27	31	13	0.884899	13	0.485892
28	0	2240	0.304440	2240	0.384194
28	1	82586	0.384790	82586	0.563005
28	2	636	1.910915	636	1.708776
28	3	280	0.313845	280	0.404950
28	4	7812	1.562254	7812	1.429423
28	5	11	0.530432	11	0.403621
28	6	548	2.052464	548	2.102033
28	7	359	0.411934	359	0.656629
28	8	839	0.362890	839	0.402053
28	9	5982	0.578484	5982	0.738656
28	10	10112	0.522688	10112	0.362323
28	11	1245	1.184256	1245	0.809739
28	12	279	1.475306	279	1.515039
28	13	13	2.110300	13	1.930237
28	14	185	0.120375	429	0.112643
28	15	6982	0.040749	6982	0.082467
28	16	11476	7.447382	11476	7.214396
28	17	280	0.804306	280	0.748657
28	18	7812	7.143789	7812	7.100887
28	19	317	1.078442	317	1.100403
28	20	441	0.061630	245	0.177518
28	21	4077	3.041286	4077	2.956692
28	22	280	7.760450	280	8.249603
28	23	92063	3.299137	92063	3.067044
28	24	1401	0.376804	1401	0.613706
28	25	276	0.604681	276	0.167478
28	26	4088	2.161264	4088	2.497390
28	27	254	6.182705	254	6.431688
28	28	10112	1.851780	10112	1.626023
28	29	22490	4.777550	22490	4.405982
28	30	473	1.047520	473	1.317469
28	31	254	0.828190	254	0.730088
29	0	207	0.952980	207	0.962243
29	1	23	0.740038	23	1.070623
29	2	9811	1.935621	9811	1.999242
29	3	13	1.594122	13	1.585463
29	4	185	1.037209	185	0.859665
29	5	185	1.565027	185	1.511647
29	6	32	0.320093	32	0.195168
29	7	2683	0.018702	2683	0.026355
29	8	317	0.617903	317	0.125700
29	9	245	1.086838	245	1.415908
29	10	5606	1.746244	5606	1.657075
29	11	280	9.807625	280	10.534325
29	12	6583	7.032694	6583	7.683952
29	13	1757	5.585293	1757	6.147923
29	14	344	3.858963	344	3.027504
29	15	1094	5.153797	1094	3.865361
29	16	12439	2.413509	12439	1.850192
29	17	10663	7.905867	10663	6.898336
29	18	280	9.430872	280	9.791804
29	19	207	1.465107	207	1.798371
29	20	23	10.996817	23	10.794949
29	21	9811	3.646162	9811	3.472840
29	22	13	4.648109	13	6.421441
29	23	3159	0.160225	3159	1.112926
29	24	11	6.971424	11	7.008317
29	25	745	2.251686	745	2.777004
29	26	418	6.810404	418	5.562008
29	27	16464	0.143307	3073	1.382452
29	28	17442	1.513269	17442	1.309522
29	29	1066	1.025562	1066	1.781715
29	30	245	0.192734	245	1.840552
29	31	12457	4.706383	12457	5.593528
30	0	8660	2.566147	8660	2.694336
30	1	23768	5.054348	23768	4.992318
30	2	13	1.132799	13	1.210031
30	3	1063	0.343307	1063	0.461063
30	4	438	1.551365	438	1.577302
30	5	7722	0.334862	7722	0.377416
30	6	331	0.768322	331	0.753055
30	7	6511	3.827526	6511	3.820326
30	8	207	6.701996	207	6.805591
30	9	17	3.381733	17	4.809756
30	10	18	0.389000	21	0.338354
30	11	11	5.150604	11	5.139635
30	12	207	5.659079	207	5.502281
30	13	16	9.215130	16	9.150235
30	14	20	9.570702	20	9.255696
30	15	21	9.027636	21	8.902879
30	16	19	9.850559	19	9.543994
30	17	11	2.156540	11	2.191188
30	18	279	2.816315	279	2.731066
30	19	90262	4.893526	90262	5.509422
30	20	12	7.893764	12	7.521172
30	21	12758	4.921070	12758	4.561030
30	22	12	8.012108	12	7.846316
30	23	11983	5.824478	11983	5.828528
30	24	249	12.669172	249	12.501927
30	25	11	3.238850	11	3.273662
30	26	6435	3.921122	6435	4.081431
30	27	13	1.089657	13	1.231957
30	28	23768	0.972708	23768	0.995616
30	29	317	1.399275	317	1.452443
30	30	13587	1.510143	13587	1.562372
30	31	15102	0.798418	15102	0.634638
31	0	330	0.854650	330	0.830155
31	1	1079	0.066273	1079	0.128333
31	2	4977	0.562830	4977	0.635481
31	3	13	2.005825	13	1.816972
31	4	185	0.257013	185	0.319651
31	5	185	1.745064	185	1.744656
31	6	1847	0.179907	1847	0.026814
31	7	463	0.200481	463	0.155657
31	8	245	0.228992	245	0.198324
31	9	1860	0.332939	1860	0.159020
31	10	7254	1.878120	7254	1.916108
31	11	327	1.641045	327	1.741307
31	12	437	1.266251	437	1.487984
31	13	13	1.003841	13	0.985659
31	14	185	0.146601	185	0.287154
31	15	185	4.295324	185	4.266620
31	16	16	1.419165	16	1.714695
31	17	13	1.866716	13	1.682732
31	18	304	0.652927	304	0.718745
31	19	2126	0.218931	2126	0.404637
31	20	254	0.773220	254	0.853145
31	21	9748	1.719400	9748	1.306052
31	22	13	1.997219	13	1.982193
31	23	185	0.384151	185	0.556628
31	24	17	0.510445	17	0.504836
31	25	13	8.088570	13	7.900039
31	26	304	0.538486	304	0.540807
31	27	2126	0.397476	2126	0.454152
31	28	254	1.184139	254	1.235272
31	29	9748	0.299246	9748	0.186576
31	30	16783	0.110624	1373	0.267234
31	31	359	1.790966	359	1.637923
32	0	440	0.435745	440	0.422838
32	1	98571	0.146841	30165	0.167188
32	2	12	1.313747	12	1.274097
32	3	29733	4.587236	29733	4.187750
32	4	883	0.027750	883	0.109562
32	5	185	2.021206	185	2.000855
32	6	185	3.045627	185	2.354356
32	7	549	0.795853	549	0.827465
32	8	11018	1.533863	11018	1.889914
32	9	12	3.745731	12	4.084332
32	10	29733	5.532221	29733	6.283961
32	11	6263	2.157595	6263	2.420067
32	12	317	1.149475	317	1.177455
32	13	245	0.248514	245	0.442661
32	14	207	0.065426	2976	0.161082
32	15	12	1.606178	12	2.134676
32	16	2834	3.078562	2834	3.130173
32	17	5379	1.439095	5379	1.449067
32	18	12357	1.786900	12357	2.088196
32	19	344	0.463188	344	0.374562
32	20	317	0.252625	317	0.218027
32	21	1222	0.159252	1222	0.308446
32	22	279	0.644363	279	0.761734
32	23	254	1.153954	254	1.143315
32	24	56123	1.737104	56123	1.729821
32	25	2019	0.153097	2019	0.280201
32	26	13	1.369255	13	1.309404
32	27	809	0.206104	809	0.076741
32	28	317	1.312580	317	1.389215
32	29	5405	1.245934	5405	1.448085
32	30	276	4.440247	276	4.345154
32	31	6428	1.423870	6428	1.878945
