# gate_e2e --margins: teacher-forced arm against exact-forced-32.tsv; our_margin is signed toward our_top1
#id	step	our_top1	our_margin	exact_top1	exact_margin
23	2	770	1.312824	770	1.354700
23	3	255	6.791510	255	6.883386
23	4	334	0.529146	334	0.339238
23	5	124	0.536808	124	0.393291
23	6	98	7.480415	98	8.163400
23	7	633	0.210646	633	0.176335
23	8	429	0.837111	429	0.888538
23	9	13727	0.320179	13727	0.171903
23	10	770	1.321993	770	1.453569
23	11	255	10.071562	255	9.611544
23	12	317	2.552559	317	2.634112
23	13	254	1.985622	254	2.036227
23	14	11363	0.321915	4443	0.838408
23	15	1094	3.196106	1094	2.704648
23	16	38220	7.349491	38220	6.192266
23	17	19305	11.881920	19305	11.659300
23	18	279	2.404354	279	3.179747
23	19	254	2.557529	254	1.218442
23	20	8373	0.302944	1843	0.735698
23	21	1166	1.768620	1166	1.669719
23	22	254	6.815056	254	6.550100
23	23	2616	2.495262	2616	2.345138
23	24	50259	1.970028	50259	2.001500
23	25	285	5.175549	285	5.021979
23	26	254	0.125847	254	0.711725
23	27	28071	8.611191	28071	8.387663
23	28	13	1.982048	13	1.791878
23	29	429	0.136280	429	0.226243
23	30	13727	0.056038	13727	0.273417
23	31	770	2.619616	770	2.719455
24	0	245	0.187946	245	0.108513
24	1	6265	0.402992	6265	0.165206
24	2	280	8.933132	280	9.127377
24	3	1191	1.292669	1191	1.398789
24	4	6881	0.220976	6881	0.262314
24	5	11	0.651489	11	0.761848
24	6	2847	0.048691	2847	0.108059
24	7	3613	0.283161	3613	0.551366
24	8	4863	3.134390	4863	3.131612
24	9	11	1.252748	11	1.182541
24	10	4921	0.351177	4921	0.394535
24	11	9159	1.210409	9159	1.083441
24	12	11	2.935841	11	3.010479
24	13	285	2.172028	285	2.258175
24	14	3029	0.665195	3029	0.531382
24	15	9247	0.842155	9247	0.958234
24	16	13	0.880222	13	0.954599
24	17	3410	0.550402	3410	0.562877
24	18	4096	0.645451	4096	0.426540
24	19	418	0.246574	418	0.187061
24	20	5405	0.258495	5405	0.282920
24	21	276	6.696875	276	6.566971
24	22	13341	0.148344	13341	0.068686
24	23	11817	3.690668	11817	3.790261
24	24	285	0.910137	285	0.815522
24	25	1099	1.557316	1099	1.609240
24	26	17801	1.917974	17801	1.866383
24	27	2853	3.140934	2853	3.077180
24	28	331	7.603214	331	7.455979
24	29	254	1.230270	254	1.347921
24	30	1191	2.234699	1191	2.287073
24	31	657	0.920979	657	1.169811
25	0	254	0.530050	254	0.566109
25	1	4247	0.289762	4247	0.174529
25	2	362	1.072590	362	0.975418
25	3	7130	0.050329	7130	0.050960
25	4	13	0.064434	13	0.161660
25	5	2130	0.044886	2130	0.157816
25	6	438	1.922590	438	1.934994
25	7	13595	0.407757	13595	0.526597
25	8	331	0.900917	331	0.835759
25	9	254	2.105408	254	2.165899
25	10	3853	0.733854	3853	0.881560
25	11	11	2.580881	11	2.587850
25	12	711	0.370420	711	0.617690
25	13	3123	0.333910	3123	0.165737
25	14	68714	0.187712	68714	0.055688
25	15	285	0.789268	285	0.835600
25	16	6586	0.894484	6586	0.934860
25	17	13	0.524681	13	0.500809
25	18	1063	0.376329	1063	0.553536
25	19	20521	0.185520	20521	0.145691
25	20	711	3.324429	711	3.487610
25	21	366	0.040539	285	0.015536
25	22	4586	0.106962	4586	0.052943
25	23	711	3.668602	711	3.744042
25	24	1297	0.661198	1297	0.736439
25	25	279	0.701935	279	0.524429
25	26	586	5.379866	586	5.333341
25	27	13	0.877640	13	0.823185
25	28	185	0.899387	185	0.664012
25	29	185	0.298918	790	0.154742
25	30	40	0.730339	40	0.796978
25	31	2126	0.320814	2126	0.307481
26	0	2685	1.540707	2685	1.364211
26	1	11	0.423067	1373	0.107292
26	2	1373	0.540573	1373	0.555228
26	3	2685	3.207155	2685	2.842080
26	4	2602	4.197515	2602	4.238050
26	5	2685	4.199581	2685	4.059244
26	6	21479	0.884420	21479	0.249855
26	7	34550	4.658182	34550	5.001579
26	8	13	2.265556	13	1.976620
26	9	185	0.559578	185	0.478788
26	10	185	1.047984	185	0.498535
26	11	549	1.517570	549	1.369729
26	12	7742	2.862761	7742	3.177866
26	13	4343	3.325829	4343	3.177047
26	14	280	4.483366	280	4.927574
26	15	34550	1.114258	34550	0.804079
26	16	317	2.997341	317	3.361119
26	17	839	0.097254	2685	1.301969
26	18	11	0.897339	11	0.704234
26	19	1373	3.570251	1373	4.023890
26	20	2685	4.620689	2685	4.789445
26	21	2602	2.540451	2602	2.831761
26	22	2685	7.262623	2685	7.695706
26	23	21479	4.919132	21479	5.102287
26	24	34550	7.984501	34550	8.358477
26	25	13	6.528294	13	6.813083
26	26	185	2.461321	185	2.025296
26	27	185	1.254906	185	2.452671
26	28	549	1.242927	549	0.853344
26	29	7742	4.249315	7742	4.426440
26	30	4343	5.441717	4343	5.796475
26	31	280	4.888594	280	4.609306
27	0	254	0.386179	254	0.345220
27	1	4182	0.246853	4182	0.370270
27	2	11102	0.438417	7503	0.317425
27	3	11102	1.329359	11102	1.428559
27	4	1761	2.445526	1761	2.606310
27	5	6282	1.540516	6282	1.407268
27	6	1116	12.641768	1116	12.515118
27	7	13	8.853252	13	8.988655
27	8	71	6.619625	71	6.118361
27	9	13	1.382254	13	1.386363
27	10	809	0.285225	809	0.302774
27	11	317	2.198145	317	2.291610
27	12	245	1.801319	245	1.751746
27	13	7503	0.686663	7503	0.942834
27	14	1157	5.090572	1157	4.860581
27	15	344	0.568047	344	0.993557
27	16	317	0.743946	317	0.837572
27	17	1222	1.911110	1222	2.174784
27	18	276	2.070236	276	2.033084
27	19	3640	0.151466	3640	0.146188
27	20	254	0.381676	254	0.284088
27	21	2827	1.951935	2827	2.098101
27	22	276	0.488594	276	0.245932
27	23	254	4.161041	254	4.046333
27	24	4182	3.196148	4182	3.207507
27	25	2827	7.562288	2827	8.264535
27	26	3710	3.497341	3710	3.352326
27	27	11	0.175213	11	0.128583
27	28	4308	0.288910	4308	0.019441
27	29	254	3.025932	254	2.974369
27	30	6800	1.191364	6800	1.419057
27	31	13	0.897011	13	0.485892
28	0	2240	0.605274	2240	0.384194
28	1	82586	0.578979	82586	0.563005
28	2	636	1.705690	636	1.708776
28	3	280	0.175272	280	0.404950
28	4	7812	1.266497	7812	1.429423
28	5	11	0.326052	11	0.403621
28	6	548	1.978947	548	2.102033
28	7	359	0.619642	359	0.656629
28	8	839	0.115210	839	0.402053
28	9	5982	0.723591	5982	0.738656
28	10	10112	0.290798	10112	0.362323
28	11	1245	1.591970	1245	0.809739
28	12	279	1.414406	279	1.515039
28	13	13	2.011686	13	1.930237
28	14	185	0.009264	429	0.112643
28	15	6982	0.228373	6982	0.082467
28	16	11476	7.310486	11476	7.214396
28	17	280	0.656748	280	0.748657
28	18	7812	7.310030	7812	7.100887
28	19	317	1.135080	317	1.100403
28	20	245	0.060085	245	0.177518
28	21	4077	2.779142	4077	2.956692
28	22	280	8.035128	280	8.249603
28	23	92063	3.233732	92063	3.067044
28	24	1401	0.563826	1401	0.613706
28	25	276	1.271767	276	0.167478
28	26	4088	2.971731	4088	2.497390
28	27	254	5.597031	254	6.431688
28	28	10112	1.503725	10112	1.626023
28	29	22490	3.979195	22490	4.405982
28	30	473	0.137733	473	1.317469
28	31	254	0.463999	254	0.730088
29	0	207	1.144196	207	0.962243
29	1	23	1.724901	23	1.070623
29	2	9811	2.134918	9811	1.999242
29	3	13	1.477793	13	1.585463
29	4	185	0.943357	185	0.859665
29	5	185	1.513527	185	1.511647
29	6	32	0.404666	32	0.195168
29	7	12457	0.070253	2683	0.026355
29	8	317	0.232458	317	0.125700
29	9	245	1.436621	245	1.415908
29	10	5606	1.536234	5606	1.657075
29	11	280	9.529627	280	10.534325
29	12	6583	6.931637	6583	7.683952
29	13	1757	6.728258	1757	6.147923
29	14	344	3.001007	344	3.027504
29	15	1094	3.479515	1094	3.865361
29	16	12439	2.367718	12439	1.850192
29	17	10663	7.230677	10663	6.898336
29	18	280	10.394405	280	9.791804
29	19	207	1.368301	207	1.798371
29	20	23	11.136425	23	10.794949
29	21	9811	3.227852	9811	3.472840
29	22	13	6.405703	13	6.421441
29	23	3159	0.846560	3159	1.112926
29	24	11	6.577429	11	7.008317
29	25	745	2.715179	745	2.777004
29	26	418	5.678991	418	5.562008
29	27	750	0.106148	3073	1.382452
29	28	17442	1.205687	17442	1.309522
29	29	1066	0.832767	1066	1.781715
29	30	245	0.785170	245	1.840552
29	31	12457	5.060884	12457	5.593528
30	0	8660	2.603865	8660	2.694336
30	1	23768	4.959007	23768	4.992318
30	2	13	0.956280	13	1.210031
30	3	1063	0.476503	1063	0.461063
30	4	438	1.599028	438	1.577302
30	5	7722	0.227877	7722	0.377416
30	6	331	0.813442	331	0.753055
30	7	6511	3.777287	6511	3.820326
30	8	207	6.778883	207	6.805591
30	9	17	3.615065	17	4.809756
30	10	21	0.219501	21	0.338354
30	11	11	5.541077	11	5.139635
30	12	207	5.448812	207	5.502281
30	13	16	9.097321	16	9.150235
30	14	20	9.553282	20	9.255696
30	15	21	8.749874	21	8.902879
30	16	19	9.493650	19	9.543994
30	17	11	2.205956	11	2.191188
30	18	279	2.967403	279	2.731066
30	19	90262	5.286839	90262	5.509422
30	20	12	7.427279	12	7.521172
30	21	12758	4.575140	12758	4.561030
30	22	12	7.897026	12	7.846316
30	23	11983	6.093370	11983	5.828528
30	24	249	12.507061	249	12.501927
30	25	11	3.362803	11	3.273662
30	26	6435	3.929527	6435	4.081431
30	27	13	1.173145	13	1.231957
30	28	23768	0.890633	23768	0.995616
30	29	317	1.254669	317	1.452443
30	30	13587	1.325270	13587	1.562372
30	31	15102	0.686316	15102	0.634638
31	0	330	0.811874	330	0.830155
31	1	1079	0.147495	1079	0.128333
31	2	4977	0.566250	4977	0.635481
31	3	13	1.908455	13	1.816972
31	4	185	0.253124	185	0.319651
31	5	185	1.734158	185	1.744656
31	6	1847	0.116236	1847	0.026814
31	7	463	0.176636	463	0.155657
31	8	245	0.246922	245	0.198324
31	9	1860	0.161039	1860	0.159020
31	10	7254	1.597097	7254	1.916108
31	11	327	1.666676	327	1.741307
31	12	437	1.350361	437	1.487984
31	13	13	0.855635	13	0.985659
31	14	185	0.010885	185	0.287154
31	15	185	4.290735	185	4.266620
31	16	16	1.568789	16	1.714695
31	17	13	1.787834	13	1.682732
31	18	304	0.876440	304	0.718745
31	19	2126	0.228687	2126	0.404637
31	20	254	0.906815	254	0.853145
31	21	9748	1.426098	9748	1.306052
31	22	13	1.967922	13	1.982193
31	23	185	0.293835	185	0.556628
31	24	17	0.493835	17	0.504836
31	25	13	8.108768	13	7.900039
31	26	304	0.395117	304	0.540807
31	27	2126	0.230091	2126	0.454152
31	28	254	1.177485	254	1.235272
31	29	9748	0.112453	9748	0.186576
31	30	1373	0.191376	1373	0.267234
31	31	359	1.731308	359	1.637923
32	0	440	0.279785	440	0.422838
32	1	98571	0.333579	30165	0.167188
32	2	12	1.208565	12	1.274097
32	3	29733	4.156334	29733	4.187750
32	4	883	0.313599	883	0.109562
32	5	185	2.145639	185	2.000855
32	6	185	2.681739	185	2.354356
32	7	549	0.764603	549	0.827465
32	8	11018	2.010258	11018	1.889914
32	9	12	3.749554	12	4.084332
32	10	29733	5.571424	29733	6.283961
32	11	6263	2.048782	6263	2.420067
32	12	317	1.317135	317	1.177455
32	13	245	0.305120	245	0.442661
32	14	207	0.063183	2976	0.161082
32	15	12	1.522198	12	2.134676
32	16	2834	3.202606	2834	3.130173
32	17	5379	1.323370	5379	1.449067
32	18	12357	2.168596	12357	2.088196
32	19	344	0.491756	344	0.374562
32	20	317	0.219149	317	0.218027
32	21	1222	0.194569	1222	0.308446
32	22	279	0.753075	279	0.761734
32	23	254	1.355791	254	1.143315
32	24	56123	1.601244	56123	1.729821
32	25	2019	0.048050	2019	0.280201
32	26	13	1.351667	13	1.309404
32	27	809	0.312502	809	0.076741
32	28	317	1.374622	317	1.389215
32	29	5405	1.568253	5405	1.448085
32	30	276	4.719627	276	4.345154
32	31	6428	2.099949	6428	1.878945
